incident_id,occurred_at,reported_at,category,subcategory,description,severity,status,latitude,longitude,state_code,district_code,station_code,source_dataset_id
DEMO-006934,2026-01-02T08:00:00,2026-01-02T10:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.361502,75.12042,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-006935,2026-01-03T21:00:00,2026-01-03T23:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,15.36039,75.120023,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-006936,2026-01-01T08:00:00,2026-01-01T10:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.367531,75.119861,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-006937,2026-01-03T19:00:00,2026-01-03T21:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,15.368413,75.125661,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-006939,2026-01-04T10:00:00,2026-01-04T12:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.845519,74.493063,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-006941,2026-01-01T00:00:00,2026-01-01T02:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,15.852332,74.49817,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-006942,2026-01-03T04:00:00,2026-01-03T06:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,15.853307,74.497749,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-006943,2026-01-02T22:00:00,2026-01-03T00:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.848981,74.497305,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-006944,2026-01-04T20:00:00,2026-01-04T22:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,15.847575,74.495029,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-006945,2026-01-02T03:00:00,2026-01-02T05:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,15.851635,74.493507,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-006946,2026-01-01T09:00:00,2026-01-01T11:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.135492,76.919007,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-006947,2026-01-04T08:00:00,2026-01-04T10:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.134987,76.924808,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-006948,2026-01-01T20:00:00,2026-01-01T22:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.134602,76.919212,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-006949,2026-01-04T07:00:00,2026-01-04T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.139866,76.91969,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-006951,2026-01-01T06:00:00,2026-01-01T08:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.140386,76.916475,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-006954,2026-01-09T16:00:00,2026-01-09T18:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.976467,77.590418,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006955,2026-01-08T01:00:00,2026-01-08T03:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.967102,77.596978,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006956,2026-01-07T17:00:00,2026-01-07T19:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.97336,77.597833,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006957,2026-01-09T16:00:00,2026-01-09T18:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.974478,77.594573,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006958,2026-01-08T12:00:00,2026-01-08T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.973017,77.590494,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006959,2026-01-06T12:00:00,2026-01-06T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.972083,77.595132,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006960,2026-01-11T20:00:00,2026-01-11T22:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.973819,77.591509,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006961,2026-01-09T07:00:00,2026-01-09T09:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.969266,77.599246,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006962,2026-01-05T06:00:00,2026-01-05T08:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.972734,77.592094,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006963,2026-01-05T22:00:00,2026-01-06T00:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.974026,77.591214,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006964,2026-01-08T13:00:00,2026-01-08T15:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.969879,77.592123,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006965,2026-01-08T18:00:00,2026-01-08T20:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.97509,77.597554,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006966,2026-01-11T20:00:00,2026-01-11T22:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.972845,77.598129,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006967,2026-01-08T20:00:00,2026-01-08T22:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.968243,77.592575,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006968,2026-01-11T04:00:00,2026-01-11T06:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.976262,77.592267,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006969,2026-01-07T19:00:00,2026-01-07T21:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.974314,77.591786,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006970,2026-01-09T15:00:00,2026-01-09T17:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.971685,77.595892,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006971,2026-01-09T00:00:00,2026-01-09T02:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.968359,77.590677,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006972,2026-01-05T04:00:00,2026-01-05T06:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.971944,77.598362,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006973,2026-01-07T16:00:00,2026-01-07T18:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.975085,77.594459,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006974,2026-01-08T12:00:00,2026-01-08T14:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.973622,77.59675,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006975,2026-01-06T05:00:00,2026-01-06T07:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.967609,77.590725,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006976,2026-01-06T01:00:00,2026-01-06T03:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.97643,77.592241,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006977,2026-01-07T11:00:00,2026-01-07T13:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.971916,77.590092,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-006978,2026-01-05T09:00:00,2026-01-05T11:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.296954,76.637124,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006979,2026-01-06T03:00:00,2026-01-06T05:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.294771,76.639009,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006980,2026-01-05T15:00:00,2026-01-05T17:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.297693,76.638826,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006981,2026-01-09T16:00:00,2026-01-09T18:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.300721,76.635355,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006982,2026-01-07T21:00:00,2026-01-07T23:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.29959,76.641111,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006983,2026-01-11T05:00:00,2026-01-11T07:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.300726,76.643096,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006984,2026-01-09T01:00:00,2026-01-09T03:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.30012,76.644027,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006985,2026-01-08T08:00:00,2026-01-08T10:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.291046,76.639118,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006986,2026-01-11T15:00:00,2026-01-11T17:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.297779,76.640847,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006987,2026-01-08T12:00:00,2026-01-08T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.293612,76.643588,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006988,2026-01-06T22:00:00,2026-01-07T00:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.299265,76.643808,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006989,2026-01-09T05:00:00,2026-01-09T07:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.291433,76.640002,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006990,2026-01-10T02:00:00,2026-01-10T04:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.295657,76.638744,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006991,2026-01-09T00:00:00,2026-01-09T02:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.293398,76.641542,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006992,2026-01-05T11:00:00,2026-01-05T13:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.29964,76.644208,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006993,2026-01-05T23:00:00,2026-01-06T01:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.293224,76.638175,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006994,2026-01-11T07:00:00,2026-01-11T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.290812,76.642607,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006995,2026-01-05T12:00:00,2026-01-05T14:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.293663,76.639865,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006996,2026-01-05T13:00:00,2026-01-05T15:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.294637,76.637098,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006997,2026-01-10T08:00:00,2026-01-10T10:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.293984,76.635144,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006998,2026-01-09T09:00:00,2026-01-09T11:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.290817,76.643171,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-006999,2026-01-11T02:00:00,2026-01-11T04:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.292664,76.64031,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-007000,2026-01-05T23:00:00,2026-01-06T01:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.297294,76.638453,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-007001,2026-01-06T01:00:00,2026-01-06T03:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.2933,76.643886,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-007002,2026-01-06T15:00:00,2026-01-06T17:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.293043,76.642313,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-007003,2026-01-09T18:00:00,2026-01-09T20:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.291734,76.636986,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-007004,2026-01-11T23:00:00,2026-01-12T01:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.917582,74.856322,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007005,2026-01-07T15:00:00,2026-01-07T17:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.912642,74.85242,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007006,2026-01-05T12:00:00,2026-01-05T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.911764,74.852973,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007007,2026-01-05T13:00:00,2026-01-05T15:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.917534,74.851325,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007008,2026-01-07T23:00:00,2026-01-08T01:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.910317,74.858556,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007009,2026-01-06T19:00:00,2026-01-06T21:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.910791,74.853675,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007010,2026-01-10T14:00:00,2026-01-10T16:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.917751,74.859339,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007011,2026-01-11T04:00:00,2026-01-11T06:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.915763,74.856315,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007012,2026-01-05T08:00:00,2026-01-05T10:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.913908,74.853832,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007013,2026-01-11T16:00:00,2026-01-11T18:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.91607,74.859206,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007014,2026-01-07T09:00:00,2026-01-07T11:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.911847,74.856837,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007015,2026-01-11T21:00:00,2026-01-11T23:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.915652,74.857484,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007016,2026-01-08T21:00:00,2026-01-08T23:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.909598,74.85567,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007017,2026-01-07T07:00:00,2026-01-07T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.914867,74.85896,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007018,2026-01-11T12:00:00,2026-01-11T14:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.913855,74.851576,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007019,2026-01-05T05:00:00,2026-01-05T07:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.915531,74.856294,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007020,2026-01-06T20:00:00,2026-01-06T22:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.918223,74.858453,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007021,2026-01-08T17:00:00,2026-01-08T19:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.914661,74.851383,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007022,2026-01-09T22:00:00,2026-01-10T00:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.917741,74.855718,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007023,2026-01-06T11:00:00,2026-01-06T13:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.910157,74.85582,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007024,2026-01-07T06:00:00,2026-01-07T08:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.910492,74.857822,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007025,2026-01-10T15:00:00,2026-01-10T17:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.91728,74.857922,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007026,2026-01-05T00:00:00,2026-01-05T02:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.918942,74.852482,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007027,2026-01-06T05:00:00,2026-01-06T07:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.914155,74.859647,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007028,2026-01-10T03:00:00,2026-01-10T05:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.912892,74.85853,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007029,2026-01-09T15:00:00,2026-01-09T17:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.916657,74.859765,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007030,2026-01-06T20:00:00,2026-01-06T22:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.917332,74.855598,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007031,2026-01-07T10:00:00,2026-01-07T12:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.909823,74.8554,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007032,2026-01-05T23:00:00,2026-01-06T01:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.916402,74.855864,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007033,2026-01-10T17:00:00,2026-01-10T19:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.918419,74.853605,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007034,2026-01-08T07:00:00,2026-01-08T09:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.91188,74.854803,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007035,2026-01-05T09:00:00,2026-01-05T11:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.918406,74.853571,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007036,2026-01-10T20:00:00,2026-01-10T22:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.918761,74.852997,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007037,2026-01-08T00:00:00,2026-01-08T02:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.919041,74.85255,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007038,2026-01-11T11:00:00,2026-01-11T13:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.9182,74.859617,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-007039,2026-01-08T09:00:00,2026-01-08T11:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.361467,75.123047,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007040,2026-01-11T10:00:00,2026-01-11T12:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,15.362701,75.125022,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007041,2026-01-06T10:00:00,2026-01-06T12:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.36943,75.125321,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007042,2026-01-05T19:00:00,2026-01-05T21:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.368907,75.12305,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007043,2026-01-11T09:00:00,2026-01-11T11:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.36827,75.120108,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007044,2026-01-05T19:00:00,2026-01-05T21:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.368746,75.127668,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007045,2026-01-10T05:00:00,2026-01-10T07:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.368552,75.122386,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007046,2026-01-09T14:00:00,2026-01-09T16:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.360631,75.122148,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007047,2026-01-10T08:00:00,2026-01-10T10:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.367299,75.126734,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007048,2026-01-11T14:00:00,2026-01-11T16:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,15.36931,75.123842,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007049,2026-01-11T15:00:00,2026-01-11T17:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,15.367563,75.122175,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-007050,2026-01-09T21:00:00,2026-01-09T23:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,15.366693,75.126923,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
